"filename", "language", "Markdown", "JSON", "Python", "JavaScript", "HTML", "XML", "Properties", "PostCSS", "comment", "blank", "total"
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709093441.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 26, 23, 141
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709093444.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 26, 23, 141
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709093449.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 26, 23, 141
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709093451.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 26, 23, 141
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101232.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101251.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101252.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101255.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101256.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101458.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 30, 24, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101616.py", "Python", 0, 0, 100, 0, 0, 0, 0, 0, 30, 23, 153
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101631.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 30, 23, 158
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101637.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 30, 23, 157
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101646.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 30, 23, 157
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101648.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 30, 23, 157
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101652.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 30, 23, 157
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101658.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 30, 23, 157
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101700.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 30, 22, 161
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101703.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 30, 22, 161
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101705.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 30, 22, 161
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101707.py", "Python", 0, 0, 114, 0, 0, 0, 0, 0, 30, 21, 165
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101709.py", "Python", 0, 0, 114, 0, 0, 0, 0, 0, 30, 21, 165
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101714.py", "Python", 0, 0, 119, 0, 0, 0, 0, 0, 30, 20, 169
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101717.py", "Python", 0, 0, 119, 0, 0, 0, 0, 0, 30, 20, 169
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101719.py", "Python", 0, 0, 124, 0, 0, 0, 0, 0, 30, 19, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101721.py", "Python", 0, 0, 124, 0, 0, 0, 0, 0, 30, 19, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101722.py", "Python", 0, 0, 129, 0, 0, 0, 0, 0, 30, 18, 177
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101725.py", "Python", 0, 0, 129, 0, 0, 0, 0, 0, 30, 18, 177
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101727.py", "Python", 0, 0, 134, 0, 0, 0, 0, 0, 30, 17, 181
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709101730.py", "Python", 0, 0, 134, 0, 0, 0, 0, 0, 30, 17, 181
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134846.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 30, 18, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134849.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 30, 18, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134853.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 30, 18, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134857.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 30, 18, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134859.py", "Python", 0, 0, 135, 0, 0, 0, 0, 0, 30, 18, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709134904.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135107.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135109.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135112.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135114.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135119.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135123.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135126.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709135129.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 18, 188
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155824.py", "Python", 0, 0, 140, 0, 0, 0, 0, 0, 30, 19, 189
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155825.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 34, 19, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155836.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 34, 19, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155908.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 34, 19, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155910.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 34, 19, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155912.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 34, 19, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709155925.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 34, 20, 206
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160020.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 34, 20, 206
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160021.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 34, 20, 206
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160026.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 34, 20, 206
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160036.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 33, 20, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160039.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 33, 19, 202
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160056.py", "Python", 0, 0, 149, 0, 0, 0, 0, 0, 33, 20, 202
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160103.py", "Python", 0, 0, 149, 0, 0, 0, 0, 0, 33, 20, 202
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160108.py", "Python", 0, 0, 149, 0, 0, 0, 0, 0, 33, 19, 201
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160125.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 36, 19, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160139.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 36, 19, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160146.py", "Python", 0, 0, 167, 0, 0, 0, 0, 0, 39, 19, 225
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160149.py", "Python", 0, 0, 167, 0, 0, 0, 0, 0, 39, 19, 225
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160153.py", "Python", 0, 0, 176, 0, 0, 0, 0, 0, 42, 19, 237
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160155.py", "Python", 0, 0, 176, 0, 0, 0, 0, 0, 42, 19, 237
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160200.py", "Python", 0, 0, 185, 0, 0, 0, 0, 0, 45, 19, 249
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160202.py", "Python", 0, 0, 185, 0, 0, 0, 0, 0, 45, 19, 249
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160205.py", "Python", 0, 0, 194, 0, 0, 0, 0, 0, 48, 19, 261
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160210.py", "Python", 0, 0, 194, 0, 0, 0, 0, 0, 48, 19, 261
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160218.py", "Python", 0, 0, 203, 0, 0, 0, 0, 0, 51, 19, 273
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160221.py", "Python", 0, 0, 203, 0, 0, 0, 0, 0, 51, 19, 273
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160705.py", "Python", 0, 0, 213, 0, 0, 0, 0, 0, 52, 18, 283
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160726.py", "Python", 0, 0, 203, 0, 0, 0, 0, 0, 51, 19, 273
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160754.py", "Python", 0, 0, 202, 0, 0, 0, 0, 0, 51, 19, 272
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160801.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 48, 19, 264
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160813.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 48, 19, 264
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160817.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 48, 19, 264
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160823.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 48, 19, 264
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160825.py", "Python", 0, 0, 197, 0, 0, 0, 0, 0, 48, 19, 264
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160830.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 48, 19, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160843.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 48, 19, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160854.py", "Python", 0, 0, 190, 0, 0, 0, 0, 0, 45, 19, 254
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160857.py", "Python", 0, 0, 189, 0, 0, 0, 0, 0, 45, 19, 253
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160903.py", "Python", 0, 0, 189, 0, 0, 0, 0, 0, 45, 19, 253
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160906.py", "Python", 0, 0, 189, 0, 0, 0, 0, 0, 45, 19, 253
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160917.py", "Python", 0, 0, 182, 0, 0, 0, 0, 0, 42, 20, 244
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160920.py", "Python", 0, 0, 180, 0, 0, 0, 0, 0, 42, 21, 243
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160927.py", "Python", 0, 0, 180, 0, 0, 0, 0, 0, 42, 21, 243
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160938.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 39, 21, 233
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160941.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 39, 21, 233
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160945.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 39, 21, 233
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160946.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 39, 21, 233
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709160950.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 39, 21, 233
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161000.py", "Python", 0, 0, 166, 0, 0, 0, 0, 0, 36, 21, 223
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161007.py", "Python", 0, 0, 166, 0, 0, 0, 0, 0, 36, 21, 223
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161015.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 33, 22, 214
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161020.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 33, 22, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161024.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 33, 22, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161027.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 33, 22, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161028.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 33, 22, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161038.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 30, 23, 204
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161041.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161046.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161047.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161053.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161814.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161818.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161823.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161828.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161830.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161833.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161835.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161837.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161839.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709161843.py", "Python", 0, 0, 150, 0, 0, 0, 0, 0, 30, 23, 203
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709184838.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 30, 23, 204
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709184840.py", "Python", 0, 0, 152, 0, 0, 0, 0, 0, 30, 23, 205
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709184842.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709184859.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 23, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709184900.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709190348.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250709190349.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710095722.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710095723.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710095734.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710100950.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710100958.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710101005.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 30, 23, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710101006.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 30, 22, 208
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710144548.py", "Python", 0, 0, 156, 0, 0, 0, 0, 0, 30, 23, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710144553.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710144555.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710144557.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710144600.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 30, 22, 209
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145103.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145110.py", "Python", 0, 0, 158, 0, 0, 0, 0, 0, 30, 22, 210
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145114.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 30, 22, 211
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145119.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 30, 23, 212
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145121.py", "Python", 0, 0, 160, 0, 0, 0, 0, 0, 30, 22, 212
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145124.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 30, 22, 213
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145127.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 30, 23, 214
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145128.py", "Python", 0, 0, 162, 0, 0, 0, 0, 0, 30, 22, 214
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145131.py", "Python", 0, 0, 163, 0, 0, 0, 0, 0, 30, 22, 215
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145134.py", "Python", 0, 0, 164, 0, 0, 0, 0, 0, 30, 22, 216
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145138.py", "Python", 0, 0, 165, 0, 0, 0, 0, 0, 30, 22, 217
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\api\views_20250710145148.py", "Python", 0, 0, 165, 0, 0, 0, 0, 0, 30, 22, 217
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\settings_20250708190601.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 27, 32, 136
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\settings_20250708192005.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 27, 32, 136
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250708190601.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 3, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250708192751.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 3, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250708192754.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 3, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250708192755.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 3, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709100948.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 3, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134800.py", "Python", 0, 0, 17, 0, 0, 0, 0, 0, 16, 4, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134804.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134813.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134814.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134816.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134822.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
